severity,subjects,components,date
Recall,Tire pressure monitoring system malfunction,Electrical System,2020-10-15
Recall,Inner rear tires may rub,Power Train,2020-09-30
Recall,Brake pedal bracket may fracture,N/A,2020-09-23
Recall,Seatbelt tension sensor malfunction,N/A,2020-09-23
Large Recall,Distorted or inoperative rearview camera/fmvss 111,Back Over Prevention,2020-09-23
Recall,Front axle may be improperly welded,Power Train,2020-09-23
Recall,Brake pedal bracket may fracture,"Service Brakes, Hydraulic",2020-09-23
Recall,Missing or loose bolts on start/stop accumulator,Power Train,2020-09-10
Recall,Rear center seat belt not secured properly,Seat Belts,2020-09-10
Recall,Side air bag may be loose in seat back,Air Bags,2020-08-21
Large Recall,Front brake hoses could rupture,N/A,2020-08-10
Recall,Power supply cable incorrectly attached to starter,Electrical System,2020-08-10
Recall,Rear coil springs may fracture,Suspension,2020-08-10
Recall,Missing heat protection components,Structure,2020-07-17
Recall,Damaged wiring may cause air bag malfunction,N/A,2020-07-17
Recall,Side curtain air bags may not properly inflate,Air Bags,2020-07-17
Recall,Torque converter damper plate may fracture,Power Train,2020-06-23
Recall,Middle row seat headrest may be improperly welded,Seats,2020-06-23
Large Recall,Doors may open while driving,Latches/locks/linkages,2020-06-08
Large Recall,Brake master cylinder may leak into booster,"Service Brakes, Hydraulic",2020-06-08
Recall,Front seat belt pretensioners may not deploy,Seat Belts,2020-05-27
Recall,Front facing camera improperly calibrated,Electrical System,2020-05-27
Recall,Out of park warning message and chime too short,Electrical System,2020-05-08
Recall,Pre-collison assist can't be enabled,Electrical System,2020-05-08
Recall,Panoramic roof panel may separate from vehicle,Visibility,2020-05-08
Recall,Headlamps may not function properly/fmvss 108,Exterior Lighting,2020-04-24
Recall,Belt tension sensor malfunction,N/A,2020-04-16
Recall,Gear position display may be inaccurate,Power Train,2020-04-03
Recall,Wire harness may chafe and damage circuits,Electrical System,2020-03-23
Large Recall,Doors may open while driving,Latches/locks/linkages,2020-03-23
Recall,Replacement blower motor may short,Visibility,2020-03-09
Large Recall,Daytime running lights may not dim/fmvss 108,Exterior Lighting,2020-02-21
Recall,Damage to block heater cable may cause fire,N/A,2020-02-21
Recall,Driveshaft may separate from rear axle,Power Train,2020-02-21
Large Recall,Rear suspension toe links may fracture,Suspension,2020-02-10
Recall,Fuel tank damage/fmvss 301,"Fuel System, Gasoline",2021-12-16
Recall,Panoramic roof panel may separate from vehicle,Visibility,2021-12-16
Recall,Driveshaft may separate,Power Train,2021-12-16
Recall,"Improperly attached rear seat belts/fmvss 208, 210",Seat Belts,2021-12-16
Recall,Side curtain air bag may not inflate properly,Air Bags,2021-12-16
Recall,Radar module misaligned,Forward Collision Avoidance,2021-12-16
Recall,Tailgate may open unexpectedly,Latches/locks/linkages,2021-12-16
Large Recall,Damaged driveshaft may fracture,Power Train,2021-12-16
Recall,Air bag cover may break apart during crash,N/A,2021-11-24
Large Recall,Reduced braking performance/fmvss 135,"Service Brakes, Hydraulic",2021-11-23
Recall,High voltage battery may fail,Electrical System,2021-11-10
Recall,Incorrect components in rear suspension module,Suspension,2021-11-10
Recall,Front door side impact sensors damaged/fmvss 214,Air Bags,2021-10-15
Recall,Inadequate bonding on moonroof glass panel,Visibility,2021-10-15
Recall,Seat belt routed incorrectly/fmvss 208 & 209,Seat Belts,2021-10-15
Recall,Passenger air bag may deploy improperly/fmvss 208,Air Bags,2021-10-01
Recall,Child seat may not attach properly/fmvss 225,Child Seat,2021-09-30
Large Recall,Rearview camera image may not display,Back Over Prevention,2021-09-22
Large Recall,Rear suspension toe link fracture,Suspension,2021-09-22
Recall,Inadequate front windshield bonding/fmvss 212,Visibility,2021-09-14
Recall,Inadequate panoramic roof glass panel bonding,Visibility,2021-09-14
Recall,Side air bag weld stud may fail/fmvss 214,Air Bags,2021-08-23
Recall,Front seatbelt webbing routed incorrectly,Seat Belts,2021-08-23
Recall,Parking brake cable may fail,Parking Brake,2021-08-11
Recall,Fuel delivery module may leak,"Fuel System, Gasoline",2021-08-10
Recall,Seat belt locking retractor malfunction/fmvss 208,Seat Belts,2021-07-30
Recall,Electronic brake booster may leak into ecu,N/A,2021-07-15
Recall,Unsecured wire harness,Electrical System,2021-07-15
Recall,Driveshaft may separate,Power Train,2021-07-15
Large Recall,Rear suspension toe link fracture,Suspension,2021-07-15
Do Not Drive,Damaged steering gear may cause steering loss,N/A,2021-05-29
Do Not Drive,Wheel hub extenders may be improperly attached,Power Train,2021-05-25
Recall,Fifth wheel bracket may detach while towing,Trailer Hitches,2021-05-24
Large Recall,Unintentional rollaway due to detached shift cable,Power Train,2021-05-24
Recall,Driver's seatbelt assembly malfunction,Seat Belts,2021-05-24
Recall,Two-piece driveshafts may disconnect,Power Train,2021-05-24
Recall,Warped axle flange may fracture wheel studs,Suspension,2021-05-07
Large Recall,Roof rail covers may detach,Structure,2021-05-05
Recall,Loss of backup camera image/fmvss 111,Back Over Prevention,2021-03-30
Recall,Inadequate rear axle lubrication,Power Train,2021-03-24
Large Recall,Rear suspension toe link fracture,Suspension,2021-03-12
Recall,Rear lower control arm bolts may break,Suspension,2021-03-10
Recall,Tire failure may cause sudden air loss,N/A,2021-03-10
Large Recall,Driver's air bag inflator may explode,Air Bags,2021-03-10
Recall,Loose subframe bolts,Structure,2021-03-05
Recall,Tire and loading information label incorrect,Equipment,2021-02-18
Recall,Inadequate windshield bonding/fmvss 212,Visibility,2021-02-18
Large Recall,Frontal air bag inflator may explode,Air Bags,2021-02-17
Recall,Incorrect front lower control arms,Suspension,2021-02-16
Recall,Missing or loose rear suspension bolts,Suspension,2021-02-16
Recall,Frontal air bag inflator may explode,Air Bags,2021-02-16
Recall,Frontal air bag inflator may explode,Air Bags,2021-02-16
Recall,Inadequate lubrication in rear drive unit,Power Train,2021-01-15
Recall,Contaminated washer fluid/fmvss 104,Visibility,2021-01-15
Large Recall,Seat belt warning system malfunction/fmvss 208,Seat Belts,2022-12-23
Recall,Fuel tank paint may peel and result in a fuel leak,"Fuel System, Gasoline",2022-12-14
Recall,Improperly secured side impact sensors,Air Bags,2022-12-14
Recall,Driveshaft may become imbalanced,Power Train,2022-11-29
Large Recall,Cracked fuel injector may leak and cause a fire,"Fuel System, Gasoline",2022-11-18
Large Recall,Windshield wiper motor may fail,Visibility,2022-11-15
Recall,Rearview camera malfunction/fmvss 111,Back Over Prevention,2022-11-03
Recall,Hvac controls may become inoperative,Electrical System,2022-10-20
Recall,Fuel pump control module bracket not secured,"Fuel System, Gasoline",2022-10-20
Recall,Improperly tightened bolt on rear axle,Power Train,2022-10-20
Recall,Rear stabilizer bar brackets may break,Suspension,2022-09-30
Recall,Unintended brake light illumination/fmvss 108,Exterior Lighting,2022-09-30
Recall,Improper air bag deployment/fmvss 208,N/A,2022-09-14
Recall,Fuel line may be loose,"Fuel System, Gasoline",2022-09-14
Recall,Parking lights may flicker/fmvss 108,Exterior Lighting,2022-09-14
Recall,Wheel lug nuts not tightened correctly,Wheels,2022-09-08
Large Recall,Cloudy camera lens may reduce rear visibility,Back Over Prevention,2022-08-26
Recall,Rear axle half shaft may break under load,Power Train,2022-08-26
Large Recall,Blower motor failure may cause fire,Electrical System,2022-08-26
Recall,Rearview camera display may not operate,Back Over Prevention,2022-08-12
Recall,Damaged driveshaft may fracture,Power Train,2022-08-12
Recall,Side curtain air bag malfunction/fmvss 226,Air Bags,2022-08-08
Recall,Steering wheel may loosen or detach,Steering,2022-07-22
Large Recall,Engine compartment fire risk,N/A,2022-07-07
Recall,Side marker and daytime running lights may fail/fmvss 108,Exterior Lighting,2022-06-24
Recall,Inadequate front windshield bonding/fmvss 212,Visibility,2022-06-24
Recall,Tpms light may not illuminate/fmvss 138,Tires,2022-06-24
Recall,Engine rails improperly heat-treated/fmvss 208,N/A,2022-06-24
Recall,Instrument panel not illuminated/fmvss 101,Electrical System,2022-06-10
Recall,High voltage battery contactor may overheat,Electrical System,2022-06-10
Recall,Child safety lock malfunction,Latches/locks/linkages,2022-06-10
Large Recall,Unintentional rollaway due to detached shift cable,Power Train,2022-06-10
Recall,Unsecured fuel tank attachment strap,"Fuel System, Gasoline",2022-06-10
Recall,Powertrain control module malfunction,Power Train,2022-05-27
Recall,Trailer brakes may fail,N/A,2022-05-27
Recall,Label missing tire information/fmvss 110 & 120,Equipment,2022-05-27
Fire Risk,Engine compartment fire,N/A,2022-05-17
Recall,Software error may cause unintended acceleration,Power Train,2022-05-13
Recall,Insufficient welds in high voltage battery,Electrical System,2022-05-13
Recall,Forward-facing camera is misaligned,Forward Collision Avoidance,2022-05-13
Large Recall,Driver's air bag may not deploy,Air Bags,2022-05-13
Large Recall,Vehicle rollaway from driveshaft disconnect,Power Train,2022-04-14
Recall,Head restraint cushion may detach,Seats,2022-04-14
Large Recall,Windshield wipers may fail,Visibility,2022-04-14
Recall,Rearview camera image may not display/fmvss 111,Back Over Prevention,2022-04-14
Recall,Steering column wiring too short,Steering,2022-04-14
Recall,Unintentional rollaway due to detached shift cable,Power Train,2022-04-14
Recall,Unintentional rollaway due to transmission washer,Power Train,2022-04-14
Large Recall,Trailer brakes may fail,Electrical System,2022-03-25
Recall,Transmission may shift into neutral while driving,Power Train,2022-03-25
Recall,Rearview camera display may not operate,Back Over Prevention,2022-03-25
Recall,Rearview camera display may not operate correctly,Back Over Prevention,2022-03-25
Recall,Inlet charge port harness bus bar may loosen,N/A,2022-03-25
Large Recall,Engine oil leak,Engine And Engine Cooling,2022-03-25
Recall,Inadequate front windshield adhesion,Visibility,2022-03-25
Recall,Blank or distorted rearview camera image,Back Over Prevention,2022-03-11
Large Recall,Windshield wiper motor may fail,Visibility,2022-03-11
Recall,Improperly installed steering shaft bolt,Steering,2022-03-11
Recall,High voltage battery may fail,Electrical System,2022-03-11
Large Recall,Brake master cylinder may leak fluid into booster,"Service Brakes, Hydraulic",2022-03-11
Recall,Engine damage may cause stall or fire,Engine And Engine Cooling,2022-02-24
Large Recall,Blank or distorted rearview camera image,Back Over Prevention,2022-02-16
Recall,Passenger knee air bag may deploy improperly,Air Bags,2022-02-16
Large Recall,Damaged driveshaft may fracture,Power Train,2022-02-16
Recall,Fuel filler tube may detach/fmvss 301,"Fuel System, Gasoline",2022-02-16
Recall,Power steering pressure line may detach and leak,"Service Brakes, Hydraulic",2022-02-16
Recall,Secondary fuel filter may leak,N/A,2022-01-14
Large Recall,Brake light malfunction and possible rollaway risk,"Service Brakes, Hydraulic",2022-01-13
Large Recall,Rear axle hub bolt may break,Power Train,2023-12-22
Large Recall,Engine oil pump failure,Engine And Engine Cooling,2023-12-22
Large Recall,Missing warning for turn signal failure/fmvss 108,Electrical System,2023-12-15
Recall,Driver's air bag may become deactivated/fmvss 208,Air Bags,2023-12-15
Recall,Parking lights may flicker/fmvss 108,Exterior Lighting,2023-11-28
Recall,Deactivated electronic stability control/fmvss 126,N/A,2023-11-28
Do Not Drive,Loose brake pedal,"Service Brakes, Hydraulic",2023-11-28
Recall,Doors may open while driving,Latches/locks/linkages,2023-11-17
Do Not Drive,Front wheel and hub extender may detach,Power Train,2023-11-09
Large Recall,Low brake fluid warning inoperative/fmvss 135,Electrical System,2023-10-27
Recall,High voltage battery contactor may overheat,Electrical System,2023-10-13
Recall,Rearview camera image may not display/fmvss 111,Back Over Prevention,2023-10-13
Recall,Inoperative defrosting/defogging system/fmvss 103,Visibility,2023-10-13
Large Recall,Vehicle rollaway from driveshaft disconnect,Power Train,2023-10-06
Recall,High voltage battery may short circuit,Electrical System,2023-09-08
Recall,Unsecured transmission may cause rollaway,Power Train,2023-09-08
Large Recall,Rearview camera image may not display,Back Over Prevention,2023-08-25
Recall,Left rear axle shaft may break,Power Train,2023-08-25
Recall,Front right headlight is too bright/fmvss 108,Exterior Lighting,2023-08-25
Recall,Damaged turbocharger oil supply line,Engine And Engine Cooling,2023-08-25
Recall,Incorrect rearview camera image may display,Back Over Prevention,2023-08-11
Recall,Unsecured transmission may cause rollaway,Power Train,2023-08-03
Recall,Front windows may not reverse direction,Structure,2023-07-21
Large Recall,Front door latch pawl may crack,Latches/locks/linkages,2023-07-21
Recall,Instrument panel may fail to illuminate/fmvss 101,Electrical System,2023-07-21
Large Recall,Unexpected activation of electric parking brake,Parking Brake,2023-07-21
Recall,Inoperative instrument panel/fmvss 101 & 105,N/A,2023-07-21
Recall,Loss of power or fire from damaged control module,Electrical System,2023-06-23
Recall,Rear shock absorbers manufactured incorrectly,Suspension,2023-06-23
Recall,Rear lightbar may be inoperative,N/A,2023-06-09
Large Recall,Head restraint instructions missing/fmvss 202,Equipment,2023-06-09
Large Recall,Engine failure may cause fire,N/A,2023-05-26
Fire Risk,Engine compartment fire while parked or driving,N/A,2023-05-26
Recall,Incorrect load carrying capacity/fmvss 110,Equipment,2023-05-26
Large Recall,Seat belt latch difficult to access/fmvss 208,Seat Belts,2023-05-18
Large Recall,Rearview camera image may not display,Back Over Prevention,2023-05-12
Recall,Missing or loose steering column bolts,Steering,2023-05-12
Recall,Rearview image may not display/fmvss 111,Back Over Prevention,2023-04-28
Large Recall,Replacement air bag inflator incorrectly installed,Air Bags,2023-04-28
Do Not Drive,Improperly tightened wheel lug nuts,Wheels,2023-04-20
Recall,Incomplete pcm update may result in rollaway,Parking Brake,2023-03-24
Recall,Insufficient welds on child seat tethers/fmvss 225,Child Seat,2023-03-24
Recall,High-voltage battery pack may short-circuit,Electrical System,2023-03-15
Recall,Inoperative trailer taillights/fmvss 108,Exterior Lighting,2023-03-10
Large Recall,Front brake hoses may rupture,"Service Brakes, Hydraulic",2023-03-10
Large Recall,Windshield wipers may fail,Visibility,2023-03-10
Recall,Rear caliper bolts not tightened correctly,"Service Brakes, Hydraulic",2023-03-10
Recall,Rearview camera malfunction/fmvss 111,Back Over Prevention,2023-03-10
Recall,Steering wheel may lock-up while driving,N/A,2023-03-08
Recall,Hvac system defogger inoperative/fmvss 103,Visibility,2023-02-24
Recall,Replacement air bag inflator incorrectly installed,Air Bags,2023-02-24
Recall,Front axle pinion not heat-treated,Power Train,2023-02-24
Recall,Unintended pcm reset may cause vehicle rollaway,Power Train,2023-02-10
Recall,Loose bolt in transmission may cause rollaway,Power Train,2023-02-10
Recall,Fuel tank not welded properly,"Fuel System, Gasoline",2023-02-10
Recall,Passenger air bag may deploy improperly/fmvss 208,Air Bags,2023-02-10
Recall,Leak in abs module,"Service Brakes, Hydraulic",2023-01-23
Large Recall,Rearview camera image may not display,Back Over Prevention,2023-01-23
Large Recall,High pressure fuel pump may fail,"Fuel System, Diesel",2024-12-20
Recall,High voltage battery may short circuit,Electrical System,2024-12-20
Recall,Incorrectly installed engine cup plug may leak oil,Engine And Engine Cooling,2024-12-20
Recall,Power windows may pinch/fmvss 118,Visibility,2024-12-20
Recall,Rearview camera image may not display,Back Over Prevention,2024-12-20
Recall,Loss of steering from front control arm separation,Suspension,2024-12-19
Recall,Passenger air bag may deploy incorrectly/fmvss 208,Air Bags,2024-11-08
Recall,Bracket may damage fuel line and cause leak,"Fuel System, Gasoline",2024-11-08
Recall,Missing dashboard air bag warning label/fmvss 208,Equipment,2024-11-08
Recall,Rear wheel may lock up or separate from axle,Power Train,2024-10-25
Recall,Rearview camera image may not display,Back Over Prevention,2024-10-25
Recall,Blank instrument panel display/fmvss 101 & 102,Electrical System,2024-10-25
Recall,Rearview camera image may not display/fmvss 111,Back Over Prevention,2024-10-25
Recall,Loss of power brake assist,"Service Brakes, Hydraulic",2024-10-18
Recall,Child seat anchors not attached properly/fmvss 225,Child Seat,2024-10-18
Recall,Loss of steering from front control arm separation,Suspension,2024-10-16
Recall,Improperly illuminated gear indicator lights,Electrical System,2024-09-27
Recall,Battery cable may short circuit,Electrical System,2024-09-13
Large Recall,Rearview camera image may freeze,Back Over Prevention,2024-09-13
Recall,Loss of drive power from undetected low battery,Electrical System,2024-09-13
Recall,Parking lights may flicker/fmvss 108,Exterior Lighting,2024-09-13
Recall,Engine intake valves may break,Engine And Engine Cooling,2024-08-23
Recall,Fuel injectors may leak,"Fuel System, Gasoline",2024-08-23
Recall,Incorrect gross axle weight rating on labels,Equipment,2024-08-23
Recall,Engine failure may cause fire,N/A,2024-08-10
Recall,Steering column assembled with incorrect bolt,Steering,2024-08-09
Recall,Loss of drive power from undetected low battery,Electrical System,2024-08-09
Recall,Rear suspension knuckles may fail,Suspension,2024-08-09
Recall,Windshield wiper motor may fail,Visibility,2024-08-09
Recall,Power windows may pinch/fmvss 118,Visibility,2024-08-09
Recall,Loss of power steering assist,Steering,2024-07-19
Recall,Loss of steering control from tie rod failure,Steering,2024-07-19
Recall,Loss of steering control from tie rod failure,Steering,2024-06-28
Recall,Steering wheel may turn unintentionally,Steering,2024-06-28
Recall,Steering wheel may turn unintentionally,Steering,2024-06-28
Recall,Windshield may detach during a crash/fmvss 212,Visibility,2024-06-28
Recall,Brake fluid warning light may stay illuminated,"Service Brakes, Hydraulic",2024-06-28
Large Recall,Unexpected downshift can cause loss of control,Power Train,2024-06-17
Recall,Misaligned cruise control radar module,Forward Collision Avoidance,2024-06-14
Recall,Ota bcm software update may disable reverse lights,Electrical System,2024-06-14
Recall,Improperly secured clutch pressure line,Power Train,2024-06-03
Large Recall,Rearview camera image may not display properly,Back Over Prevention,2024-05-24
Recall,Software error may cause loss of drive power,Power Train,2024-05-10
Recall,Steering column assembled with incorrect fastener,Steering,2024-05-10
Large Recall,Tail lights may fail,Electrical System,2024-04-26
Recall,Panoramic roof panel may detach from vehicle,Visibility,2024-04-26
Large Recall,Loss of drive power from undetected low battery,Electrical System,2024-04-12
Recall,Incorrect tire and loading information/fmvss 110,Equipment,2024-04-12
Recall,Accessory hood scoop may detach,Structure,2024-04-12
Recall,Tire damage from contact with wheel arch liner,N/A,2024-03-22
Recall,Tires manufactured incorrectly,N/A,2024-03-22
Recall,Fuel supply line may leak,"Fuel System, Gasoline",2024-03-22
Recall,Fuel tank may leak fuel,"Fuel System, Gasoline",2024-03-08
Recall,Cracked fuel injector may leak and cause a fire,"Fuel System, Gasoline",2024-03-08
Recall,Rearview camera image may not display/fmvss 111,Back Over Prevention,2024-03-08
Recall,Headlights too bright/fmvss 108,Exterior Lighting,2024-03-08
Recall,Child safety lock malfunction,Latches/locks/linkages,2024-03-08
Recall,Rear glass panels may detach,Visibility,2024-02-23
Recall,Instrument panel not illuminated/fmvss 101,Electrical System,2024-02-23
Recall,Seat cover may cause air bag to deploy incorrectly,N/A,2024-02-23
Recall,Parking brake may release unexpectedly,N/A,2024-02-23
Recall,Improperly secured battery may cause fire,Electrical System,2024-02-23
Large Recall,Inadequate rear axle lubrication,Power Train,2024-02-09
Recall,Seat belt may lock and fail to retract or extend,Seat Belts,2024-02-09
Recall,Power steering pressure line may detach and leak,"Service Brakes, Hydraulic",2024-02-09
Recall,Fastener connecting knuckle and strut may be loose,Steering,2024-02-08
Large Recall,Exterior a-pillar trim may detach,Structure,2024-01-19
Recall,Rearview camera may fail to turn off/fmvss 111,Back Over Prevention,2025-12-18
Recall,Rearview camera display may not operate,Back Over Prevention,2025-12-18
Recall,Out of park warning message and chime too short,Electrical System,2025-12-18
Recall,Headlights may fail/fmvss 108,Exterior Lighting,2025-12-18
Recall,Instrument panel cover may detach,Structure,2025-12-18
Recall,Software error may cause loss of drive power,Power Train,2025-12-18
Recall,Right rear axle shaft may fail,Power Train,2025-12-12
Large Recall,Vehicle rollaway risk/fmvss 114,Power Train,2025-12-12
Recall,Seat belt retractors not secured properly,Seat Belts,2025-12-12
Recall,Loss of drive power from disengaged axle shaft,Power Train,2025-12-12
Recall,Inoperative rear lightbar/fmvss 108,N/A,2025-12-01
Large Recall,Liftgate hinge covers may detach,Structure,2025-12-01
Recall,Engine oil leak may cause fire,N/A,2025-12-01
Recall,Driver and passenger door trim may detach,Structure,2025-12-01
Recall,Loss of power brake assist,"Service Brakes, Hydraulic",2025-12-01
Recall,Engine cover may become excessively hot,N/A,2025-11-17
Recall,High voltage battery may short circuit,Electrical System,2025-11-14
Large Recall,Instrument panel display failure,Electrical System,2025-11-14
Recall,Loss of vehicle stability control and brake power assist,N/A,2025-11-14
Recall,Automatic transmission may not shift into park,Power Train,2025-10-24
Recall,Driver and passenger door trim may detach,Structure,2025-10-24
Recall,Rear lightbar may be inoperative,N/A,2025-10-24
Recall,Windshield air bubbles can obscure visibility/fmvss 205,Visibility,2025-10-24
Large Recall,Moonroof wind deflector may detach,Visibility,2025-10-24
Recall,Inoperative defrosting and defogging system,Visibility,2025-10-24
Large Recall,Loose bolt in driver's seat frame,Seats,2025-10-23
Large Recall,Rearview camera image may not display,Back Over Prevention,2025-10-13
Recall,Reduced brake function/fmvss 135,"Service Brakes, Hydraulic",2025-10-10
Recall,Unintended acceleration may occur due to disabled safety features,Engine And Engine Cooling,2025-10-10
Recall,Missing pedestrian warning sound,Back Over Prevention,2025-10-10
Recall,Low brake fluid warning inoperative/fmvss 135,Electrical System,2025-10-10
Recall,Rear combination light assembly may fail/fmvss 108,N/A,2025-10-10
Recall,Trailer hitch assembly may detach,N/A,2025-10-10
Large Recall,Rearview camera image may not display properly,Back Over Prevention,2025-10-10
Recall,Engine block heater may short circuit and cause fire,Equipment,2025-10-10
Recall,Engine block heater may short circuit and cause fire,Equipment,2025-10-10
Recall,Block heater may overheat and cause fire,Equipment,2025-10-10
Recall,Inadequate windshield bonding/fmvss 212,Visibility,2025-10-10
Recall,Passenger air bag may deploy improperly/fmvss 208,Air Bags,2025-10-09
Fire Risk,Engine compartment fire,N/A,2025-09-19
Large Recall,Loss of steering control from steering column detachment,Steering,2025-09-19
Recall,Incorrect tires and steering coupler cover installed,N/A,2025-09-18
Large Recall,Seat belt anchor pretensioner cables may corrode and break,Seat Belts,2025-09-12
Large Recall,Driver and front passenger door trim may detach,Structure,2025-09-12
Recall,High pressure fuel pump may leak and cause a fire,"Fuel System, Gasoline",2025-09-11
Large Recall,Blank or distorted rearview camera image,Back Over Prevention,2025-09-04
Large Recall,Exterior lighting failure/fmvss 108,N/A,2025-08-22
Large Recall,Rear brake hose may rupture,"Service Brakes, Hydraulic",2025-08-22
Large Recall,Inoperative trailer tail lights/fmvss 108,Exterior Lighting,2025-08-22
Large Recall,Air bag may tear/fmvss 226,Air Bags,2025-08-22
Large Recall,Instrument panel display failure,Electrical System,2025-08-22
Recall,Headlights may fail/fmvss 108,Exterior Lighting,2025-08-08
Recall,Window automatic reversal system malfunction/fmvss 118,Visibility,2025-08-08
Recall,Parking lights may flicker/fmvss 108,Exterior Lighting,2025-08-08
Recall,Blank instrument panel display/fmvss 101 & 102,Electrical System,2025-08-08
Recall,Parking lights may flicker/fmvss 108,Exterior Lighting,2025-08-08
Recall,Loss of power brake assist,"Service Brakes, Hydraulic",2025-08-08
Large Recall,Rear axle hub bolt may break,Power Train,2025-08-08
Recall,Rearview camera image may not display,Back Over Prevention,2025-08-08
Recall,Seat belt warning system malfunction/fmvss 208,Seat Belts,2025-07-25
Large Recall,Loss of power brake assist,"Service Brakes, Hydraulic",2025-07-25
Recall,Rearview camera image may not display,Back Over Prevention,2025-07-25
Recall,Rear windows may fail to reverse direction/fmvss 118,Visibility,2025-07-25
Large Recall,Cracked fuel injector may leak and cause a fire,"Fuel System, Gasoline",2025-07-11
Recall,Engine oil leak may cause fire,N/A,2025-07-07
Large Recall,Low pressure fuel pump may fail,"Fuel System, Gasoline",2025-07-07
Recall,Front brake jounce hose may contact tire and leak,"Service Brakes, Hydraulic",2025-06-27
Recall,Trailer brakes may fail,N/A,2025-06-27
Recall,Rear wing hydraulic fluid leak may cause fire,N/A,2025-06-27
Large Recall,Rearview camera image may not display,Back Over Prevention,2025-06-27
Recall,High voltage battery contactor may overheat,Electrical System,2025-06-27
Recall,Air bags may deploy with excessive force,Air Bags,2025-06-27
Large Recall,Rear door window bars and c-pillar trim may detach,Structure,2025-06-13
Large Recall,Back seat occupants may become trapped,Electrical System,2025-06-13
Do Not Drive,Sudden loss of brake function,"Service Brakes, Hydraulic",2025-06-13
Recall,Side marker and daytime running lights may fail/fmvss 108,Exterior Lighting,2025-06-13
Recall,"Improperly displaying instrument panel/fmvss 101, 126",Electrical System,2025-06-13
Recall,Damaged wire harness may cause engine stall,Electrical System,2025-06-13
Recall,Child safety lock may not prevent door from opening,Latches/locks/linkages,2025-06-13
Recall,Passenger air bag may deploy improperly/fmvss 208,Air Bags,2025-06-13
Recall,Engine failure,Engine And Engine Cooling,2025-06-13
Recall,Vehicle rollaway risk/fmvss 114,Power Train,2025-06-13
Large Recall,Second-row seat may move unexpectedly,Seats,2025-06-13
Recall,Air bag status indicator light not visible/fmvss 208,Air Bags,2025-06-09
Recall,Engine oil leak may cause fire,N/A,2025-06-03
Recall,Loose bolts on front brake caliper,"Service Brakes, Hydraulic",2025-06-03
Large Recall,Seat belt may fail to retract or extend,Seat Belts,2025-05-23
Recall,High voltage battery may short circuit,Electrical System,2025-05-23
Recall,Reverse lights may not function,Exterior Lighting,2025-05-23
Large Recall,Driver and passenger door trim may detach,Structure,2025-05-23
Recall,Pre-collison assist features may not function,Electrical System,2025-05-23
Recall,Engine failure may cause fire,N/A,2025-05-23
Recall,Block heater may overheat and cause fire,N/A,2025-05-23
Recall,Loss of steering from front control arm separation,Suspension,2025-05-23
Recall,Tpms light may not illuminate/fmvss 138,Tires,2025-05-23
Recall,Instrument panel not illuminated/fmvss 101,Electrical System,2025-05-23
Recall,Seat belt warning system malfunction/fmvss 208,Seat Belts,2025-05-23
Recall,Panoramic and center display failure/fmvss 111,Electrical System,2025-05-23
Large Recall,Rearview camera image may not display,Back Over Prevention,2025-05-14
Recall,Improperly tightened subframe bolt,Structure,2025-05-09
Large Recall,Loss of brake function from brake fluid leak,"Service Brakes, Hydraulic",2025-05-09
Large Recall,Rearview camera image may not display,Back Over Prevention,2025-05-09
Recall,Deactivated electronic stability control/fmvss 126,N/A,2025-05-09
Recall,Rearview camera malfunction/fmvss 111,Back Over Prevention,2025-05-09
Recall,Loose or missing bolts on driver's seat/fmvss 207,Seats,2025-05-09
Recall,Loss of steering from front control arm separation,Suspension,2025-05-09
Recall,Loose fasteners on lower intermediate shaft,N/A,2025-05-09
Do Not Drive,Front lower control arm may detach,Suspension,2025-05-09
Recall,Fuel return line connectors may leak,"Fuel System, Diesel",2025-05-09
Recall,Child safety lock malfunction,Latches/locks/linkages,2025-05-09
Recall,Improperly secured battery may cause fire,Electrical System,2025-04-23
Large Recall,Blank or distorted rearview camera image,Back Over Prevention,2025-04-23
Recall,Missing dashboard air bag warning label/fmvss 208,Equipment,2025-04-23
Do Not Drive,Loss of steering from front control arm separation,Suspension,2025-04-18
Recall,Rearview camera image may not display,Back Over Prevention,2025-04-11
Recall,Software error may cause loss of drive power,Power Train,2025-04-11
Recall,Power windows may pinch/fmvss 118,Visibility,2025-04-11
Large Recall,Loss of brake function from brake fluid leak,"Service Brakes, Hydraulic",2025-04-11
Fire Risk,High voltage battery water damage may cause fire,Electrical System,2025-04-11
Recall,Incorrect fuse may cause a loss of drive power,Electrical System,2025-03-28
Recall,Misaligned engine oil plug,Engine And Engine Cooling,2025-03-28
Recall,Engine may overheat,Power Train,2025-03-28
Recall,Transmission may shift into neutral while driving,Power Train,2025-03-14
Recall,Inoperative hvac controls,Visibility,2025-03-14
Recall,Vehicle rollaway from driveshaft disconnect,Power Train,2025-03-14
Recall,Cracked fuel injector may leak and cause a fire,"Fuel System, Gasoline",2025-03-14
Recall,Unexpected vehicle movement,Power Train,2025-03-14
Recall,Steering column shifter may detach,Power Train,2025-03-14
Recall,Rearview camera image displayed incorrectly,Back Over Prevention,2025-03-14
Recall,Blank or distorted rearview camera image,Back Over Prevention,2025-03-14
Recall,Rearview camera image may not display,Back Over Prevention,2025-03-14
Recall,Loss of drive power from undetected low battery,Electrical System,2025-03-14
